SAMPLE	MAR3D7_pEC50	Canonical_Smiles
SJ000553618-1	ND	Fc1ccccc1N2CCN(CC2)C(=O)c3ccc(Cn4cncn4)cc3
SJ000553607-1	ND	CC(=O)c1ccc(cc1)C(=O)N2CCN(CC2)c3nc4cc(C)cc(C)c4s3
SJ000551735-1	4.8234742291703	Cc1ccc2c(c1)c3CCCC4=NCCCn2c34
SJ000553617-1	ND	COc1ccc(cc1)N2CCN(CC2)C(=O)c3ccc(Cn4cncn4)cc3
SJ000553603-1	ND	CN1CCN(CC1)C(=O)c2ccc(CN3C(=O)C(=Nc4cc(C)c(C)cc34)C)cc2
SJ000553610-1	ND	Cc1ccc(cc1)S(=O)(=O)NCc2ccc(cc2)C(=O)N3CCN(CC3)C4CCCCC4
SJ000553616-1	ND	O=C(N1CCN(CC1)c2ccccn2)c3ccc(Cn4cncn4)cc3
SJ000553602-1	ND	CCCN1CCN(CC1)C(=O)c2ccc(CN3C(=O)C(=Nc4ccccc34)C)cc2
SJ000551125-1	ND	Fc1ccc(cc1)N2CCN(CC2)C(=O)C3CC3
SJ000553609-1	ND	Fc1ccc(cc1C(=O)N2CCOCC2)S(=O)(=O)N3CCOCC3
SJ000553615-1	ND	Cc1ccc(Cl)cc1N2CCN(CC2)C(=O)c3ccc(Cn4cncn4)cc3
SJ000338919-2	ND	Nc1ccc(Cl)cc1N2CCOCC2
SJ000553601-1	ND	Cc1ccc(cc1)C(=O)N2CCC(CC(=O)N3CCCCC3)CC2
SJ000551701-1	4.8234742291703	CCOC(=O)c1c(C)oc2ccc(OC)cc12
SJ000553606-1	ND	CCCN1CCN(C2CCN(CC2)C(=O)c3ccc(CC)cc3)C1=O
SJ000553608-1	ND	Cc1ccc(cc1)C(=O)N2CCN(Cc3noc(n3)c4ccccc4)CC2
SJ000551409-1	ND	Nc1cc(ccc1Cl)N2CCOCC2
SJ000553614-1	ND	O=C(N1CCN(Cc2noc3ccccc23)CC1)c4ccc(cc4)C#N
SJ000551694-1	ND	Cc1ccc(cc1)c2nc3cc(C)ccc3[nH]2
SJ000551056-1	ND	CCNCC(O)COc1ccccc1
SJ000553578-1	ND	CC1CN(CC(C)O1)C(=O)c2ccc(C)c(c2)[N+](=O)[O-]
SJ000551695-1	ND	COc1ccc(cc1)c2nc3cc(N)ccc3[nH]2
SJ000551700-1	ND	CCOC(=O)c1c(C)oc2ccc(O)cc12
SJ000553577-1	ND	COC(=O)c1cc(cc(c1)[N+](=O)[O-])C(=O)N2CC(C)OC(C)C2
SJ000553576-1	ND	CCOc1ccc(cc1OCC)C(=O)N2CC(C)OC(C)C2
SJ000553575-1	ND	Clc1ccc(SCc2ccc(cc2)C(=O)N3CCN(Cc4ccccc4)CC3)cc1
SJ000553574-1	ND	COC(=O)c1cc(cc(c1)[N+](=O)[O-])C(=O)N2CCOCC2
SJ000553573-1	ND	CC1CN(CC(C)O1)C(=O)c2cc(cc(c2)[N+](=O)[O-])C(=O)N3CC(C)OC(C)C3
SJ000553572-1	5.23129747177443	COc1ccc(N2CCN(CC2)C(=O)c3ccc(C)cc3)c(c1)[N+](=O)[O-]
SJ000553587-1	ND	Fc1cc(Cl)c(cc1F)C(=O)Nc2cc(cc(c2)C(=O)N3CCOCC3)C(=O)N4CCOCC4
SJ000553580-1	ND	Cc1ccc(cc1)C(=O)N2CCN(CC2)c3ncccn3
SJ000553571-1	ND	Cc1ccc(cc1)C(=O)N2CCN(CC2)c3ccc(cc3Cl)[N+](=O)[O-]
SJ000553579-1	ND	COc1ccc(cc1)N2CCN(CC2)C(=O)c3ccc(CSc4ccccc4)cc3
SJ000553570-1	ND	Cc1ccc(cc1)C(=O)N2CCN(CC2)c3ccc(F)cc3
SJ000553600-1	ND	COc1ccc(cc1)N2CCN(CC2)C(=O)CC3CCN(CC3)C(=O)c4ccc(C)cc4
SJ000553583-1	ND	CC1CCCCN1C(=O)c2ccc(COc3ccccc3Br)cc2
SJ000553605-1	ND	CCc1ccc(cc1)C(=O)N2CCCC(C2)c3cccc(c3)C(=O)N4CCN(CC4)c5ccccc5F
SJ000553586-1	ND	FC(F)(F)c1ccc(cc1)C(=O)N2CCN(CC#N)CC2
SJ000553620-1	ND	[O-][N+](=O)c1cc(ccc1F)C(=O)N2CCOCC2
SJ000553589-1	ND	CC(C)(C)c1ccc(cc1)C(=O)N2CCCCC2CCN3CCOCC3
SJ000553613-1	ND	Cc1ccc(cc1)C(=O)N2CCC(CCNC(=O)\C=C\c3ccccc3)CC2
SJ000553595-1	6.13327814914179	Cc1ccc(Nc2cc(ncn2)N3CCN(CC3)C(=O)c4ccc(C)cc4)cc1
SJ000553582-1	ND	Clc1ccccc1OCc2ccc(cc2)C(=O)N3CCN(CC3)c4ccccc4
SJ000553604-1	ND	CCc1ccc(cc1)C(=O)N2CCCC(C2)c3cccc(c3)C(=O)N4CCOCC4
SJ000553585-1	ND	[O-][N+](=O)c1cc(cc(c1)C(=O)N2CCOCC2)C(=O)N3CCOCC3
SJ000553592-1	ND	Cc1ccc(cc1)C(=O)N2CCN(CCc3ccncc3)CC2
SJ000553588-1	ND	CC1CN(CCN1C(=O)c2ccc(C)cc2)c3ccc(cc3Cl)[N+](=O)[O-]
SJ000553598-1	ND	CCN1CCN(CC1)C(=O)c2ccc(CN3C(=O)CCn4nc(C)cc34)cc2
SJ000553594-1	ND	Cc1ccc(cc1)C(=O)N2CCN(CC2)c3cc(nc(C)n3)N4CCOCC4
SJ000553584-1	ND	[O-][N+](=O)c1cc(F)c(F)cc1C(=O)N2CCOCC2
SJ000553599-1	ND	Cc1ccc(cc1F)C(=O)N2CCC(CC2)c3onc(n3)c4ccccc4C
SJ000553591-1	ND	CS(=O)(=O)N1CCc2cc(ccc12)C(=O)N3CCOCC3
SJ000553597-1	ND	CN1CCN(CC1)C(=O)c2ccc(CN3C(=O)CSc4ncccc34)cc2
SJ000553593-1	ND	Cc1ccc(cc1)C(=O)N2CCN(CCc3ccccn3)CC2
SJ000553581-1	ND	Clc1ccc(OCc2ccc(cc2)C(=O)N3CCN(CC3)c4ccccc4)c(Cl)c1
SJ000553590-1	ND	Cc1ccc(cc1)C(=O)N2CCN(CC3=CC(=O)Oc4cc(C)ccc34)CC2
SJ000551667-1	ND	CN(C)Cc1c(O)ccc2C(=O)C(=C(Oc12)C(F)(F)F)Oc3cc(C)c(Cl)c(C)c3
SJ000553596-1	ND	O=C(N1CCN(CC1)c2oc3ncccc3n2)c4ccc(cc4)C#N
SJ000551696-1	5.11592265431189	CCOc1ccc(cc1)c2nc3cc(C)ccc3[nH]2
SJ000550507-1	4.8234742291703	O=C(NC1CCCCC1)C2=CN(C=C(C(=O)NC3CCN(Cc4ccccc4)CC3)C2=O)C5CC5
SJ000550508-1	5.02664564180538	CN(CCOc1ccc(C)cc1)C(=O)C2=CN(C=C(C(=O)NC(C)(C)C)C2=O)C3CCCCC3
SJ000550476-1	ND	CC(C)(C)NC(=O)C1=CN(C=C(C(=O)N2CCN(Cc3cccc(F)c3)CC2)C1=O)C4CCCCC4
SJ000550477-1	ND	CNC(=O)C1=CN(C=C(C(=O)NCC(N2CCCCC2)c3ccccc3)C1=O)C4CCCCC4
SJ000550459-1	4.8234742291703	O=C(NCC1CCCCC1)C2=CN(C=C(C(=O)NC3CCN(Cc4ccccc4)CC3)C2=O)C5CC5
SJ000550767-1	4.8234742291703	CN1CCN(CC1)[C@@H]2CCN(Cc3cc(Cl)ccc3O)C[C@H]2O
SJ000550460-1	ND	CC(C)(C)NC(=O)C1=CN(C=C(C(=O)N2CCN(CC2)c3ccccc3F)C1=O)C4CCCCC4
SJ000550458-1	ND	O=C(NCC(N1CCCCC1)c2ccccc2)C3=CN(C=C(C(=O)NC4CCCCC4)C3=O)C5CC5
SJ000550452-1	ND	COc1ccccc1N2CCN(CC2)C(=O)C3=CN(CCC(C)C)C=C(C(=O)NC(C)(C)C)C3=O
SJ000550866-1	4.8234742291703	OC(CN1CCN(Cc2ccccc2)CC1)Cn3c4ccc(Cl)cc4c5cc(Cl)ccc35
SJ000550496-1	ND	COc1ccccc1CN2CCN(CC2)C(=O)C3=CN(CCC(C)C)C=C(C(=O)NC(C)(C)C)C3=O
SJ000550914-1	5.35420961996138	Brc1cncc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3
SJ000550454-1	ND	CCNC(=O)C1=CN(Cc2ccccc2)C=C(C(=O)NC3CCN(Cc4ccccc4)C3)C1=O
SJ000550498-1	ND	CC(C)NC(=O)C1=CN(CC2CCCCC2)C=C(C(=O)NC3CCN(Cc4ccccc4)CC3)C1=O
SJ000550485-1	ND	CN(C)CC(C)(C)CNC(=O)C1=CN(C=C(C(=O)NC2CCCCC2)C1=O)C3CC3
SJ000550499-1	4.8234742291703	COC(=O)[C@@H](NC(=O)C1=CN(C=C(C(=O)NC(C)(C)C)C1=O)C2CCCCC2)c3ccccc3
SJ000550455-1	ND	CC(C)CN1C=C(C(=O)NC2CCN(Cc3ccccc3)CC2)C(=O)C(=C1)C(=O)N4CCCCC4
SJ000550483-1	ND	CC(C)(C)NC(=O)C1=CN(C=C(C(=O)N2CCN(Cc3cccs3)CC2)C1=O)C4CCCCC4
SJ000550503-1	ND	COc1cccc(CN2CCN(CC2)C(=O)C3=CN(CCC(C)C)C=C(C(=O)NC(C)(C)C)C3=O)c1
SJ000550482-1	ND	CC(C)(C)NC(=O)C1=CN(C=C(C(=O)N2CCN(Cc3ccncc3)CC2)C1=O)C4CCCCC4
SJ000550481-1	4.8234742291703	CCCCNC(=O)C1=CN(C=C(C(=O)NC2CCN(Cc3ccccc3)CC2)C1=O)C4CCCCC4
SJ000551037-1	ND	CC(C)CN1C=C(C(=O)NCCN2CCC(CC2)c3ccccc3)C(=O)C(=C1)C(=O)N4CCCCC4
SJ000553567-1	ND	Cc1ccc(cc1)C(=O)N2CCN(CC2)c3ccc(cc3C(F)(F)F)[N+](=O)[O-]
SJ000553568-1	ND	CC1CN(CCN1C(=O)c2ccc(C)cc2)C(=O)c3ccc(C)cc3
SJ000553565-1	ND	CC1CN(CC(C)O1)C(=O)c2ccccc2NC(=O)c3ccc(C)cc3
SJ000553566-1	ND	CC1CCN(CC1)C(=O)c2ccc(CSc3nc4cc[nH]cc4n3)cc2
SJ000553564-1	ND	[O-][N+](=O)c1ccc(Cl)cc1C(=O)N2CCOCC2
SJ000553563-1	ND	Cc1cccc(C(=O)N2CCOCC2)c1[N+](=O)[O-]
SJ000553611-1	ND	CCn1c(nc2ccccc12)N3CCN(CC3)C(=O)c4ccc(C)cc4
SJ000551372-1	ND	CN(C)c1nc(N)nc(n1)c2cccnc2
SJ000551263-1	ND	CC(NC(=O)C1CC1(C)C)c2ccccc2
SJ000551283-1	4.05561861834923	O=C(Nc1ccncc1)C2CC2c3ccccc3
SJ000551312-1	ND	Cc1ccc(NC(=O)c2c(Cl)cnn2C)cc1
SJ000550834-1	ND	Oc1ccc2N=C(OC(=O)c2c1)c3ccccc3
SJ000551257-1	ND	COc1ccccc1NC(=O)C2CC2C
SJ000551355-1	ND	Cn1cnc(c1C(=O)Nc2ccccc2)[N+](=O)[O-]
SJ000337545-2	ND	Cn1nnnc1NCc2c(F)cccc2Cl
SJ000551019-1	ND	Cc1cc(O)nc(n1)n2nc(C)cc2C
SJ000550518-1	ND	CN(C)c1nc(C)nc(N)n1
SJ000551151-1	ND	O=C1Cc2ccccc2C(N1)c3ccccc3
SJ000551082-1	5.04661858205749	OC(CNCCc1ccccc1)c2ccccc2
SJ000551058-1	ND	OCCCNCC(O)COc1ccccc1
SJ000551736-1	ND	Cc1ccc2c(c1)c3CCCC4NCCCn2c34
SJ000551010-1	ND	Cc1cc(C)n(n1)c2nnc(C)c(O)n2
SJ000551253-1	ND	O=C(Nc1cccnc1)C2CC2c3ccccc3
SJ000551150-1	ND	Cc1ccc(cc1)C2NC(=O)Cc3ccccc23
SJ000551268-1	ND	C=CCOc1ccccc1NC(=O)C2CC2
SJ000551398-1	ND	Clc1cc(ncn1)N2CCOCC2
SJ000551259-1	ND	CC1(C)CC1C(=O)Nc2ccccc2[N+](=O)[O-]
SJ000551084-1	ND	CC(O)CNCc1ccc(cc1)C(C)C
